Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
418,510,509,508,423,403,-160,64,496,527,-2899,2954,513,507,498,473,464,505,604,1536,20,2119,1500,7459
432,510,509,508,421,418,-40,-296,412,92,-265,5732,511,510,503,475,466,508,468,1804,336,-997,291,3026
431,509,509,508,427,420,8,-328,144,-1441,2460,4108,510,510,502,474,470,503,80,2040,1076,-3677,2334,-1190
434,510,509,508,429,415,-180,-68,260,493,-2911,2548,512,509,500,473,470,503,16,360,288,1675,2209,2142
477,510,509,508,429,404,184,-160,300,-710,438,1620,513,510,500,473,468,506,140,392,-260,2288,-1150,2889
479,510,509,509,427,410,-436,-368,140,-991,308,4159,513,511,501,471,469,507,208,120,316,1868,261,1914
478,510,509,509,429,410,-228,12,-60,-1687,1764,3682,513,510,501,473,471,507,-88,608,308,1800,1474,2590
472,510,509,509,429,408,-688,-660,584,530,-3012,-470,513,510,501,473,471,507,24,-48,8,3003,-105,3035
494,510,509,508,439,412,-244,-288,140,-2126,605,1996,513,511,500,472,473,507,712,580,-164,2723,-2271,2199
498,510,509,508,436,410,40,-4,-64,-1371,2305,5189,513,511,502,473,472,510,48,-112,68,2366,121,1791
497,510,509,508,426,391,-432,-212,432,-2380,-2458,407,513,511,503,473,472,507,276,148,140,1658,-330,1261
479,510,509,508,408,390,-356,-172,248,-1651,-290,2307,513,510,502,473,472,507,480,264,240,2412,-2991,-30
482,510,509,508,417,393,-100,-116,92,-2841,2653,4601,513,510,502,474,472,507,372,-40,-88,3289,-3315,-965
490,510,509,508,428,381,-352,-248,232,-3338,4270,1806,513,510,502,473,471,508,40,220,-24,3257,-3126,-832
499,510,509,508,434,380,12,4,60,-4044,6496,1484,513,509,502,472,470,507,648,-760,-84,3995,-8718,-3487
505,510,509,508,443,367,-492,120,292,-1348,6655,988,513,509,503,479,469,508,1144,56,-92,1090,-7473,-2804
495,510,509,509,439,373,-272,-204,140,400,8669,-429,513,509,504,478,472,507,228,80,36,588,-8197,-4127
499,510,509,508,468,392,44,172,84,264,10977,-1754,505,508,503,476,472,502,236,-228,-36,1862,-7229,-5487
507,510,509,508,460,398,-468,-292,148,-576,8499,1754,509,510,503,473,469,505,56,28,-528,1426,-8313,-3303
509,510,509,508,459,401,-188,-176,-48,332,-1352,2283,485,505,494,473,461,488,368,-104,-96,-1499,-4882,-2639
509,510,509,508,463,397,-48,-92,-24,613,2771,196,491,506,493,473,458,494,356,-36,176,-2293,-3905,475
508,510,509,508,461,397,-240,-140,300,1751,2980,-913,485,503,490,471,445,490,340,48,84,-2346,-3192,1612
509,510,509,508,468,392,-440,-104,412,3928,4349,2675,481,503,498,471,449,493,216,-280,-20,-2527,-2271,1235
508,510,509,508,453,403,-256,-260,184,3806,-1685,2770,483,502,493,472,442,490,460,-92,496,-2639,-1693,3546
509,510,509,508,450,392,-40,-96,24,-462,1478,-2592,499,505,495,471,461,497,-8,144,376,-846,-2852,2155
509,510,509,508,456,390,-24,-244,108,-103,4536,647,483,501,496,476,461,497,-116,128,-60,-707,-1981,1684
509,510,509,508,463,383,-884,-296,288,1673,2869,1948,459,497,493,478,466,488,-304,1496,-160,-1089,-1086,-452
509,510,509,509,458,380,-296,-116,532,3482,2488,2721,464,499,494,476,464,493,208,936,-100,-1381,-1582,-169
509,510,509,509,450,378,-720,-464,232,3124,3834,14,459,503,492,476,457,490,564,120,392,-2646,-4767,4715
509,510,509,509,455,385,92,-96,152,3715,2829,1918,467,503,494,475,463,492,404,-424,352,-2818,-3768,4463
509,510,509,508,443,382,152,-300,268,5472,118,-1658,468,502,491,476,446,490,544,-408,520,-2617,-782,3397
509,510,509,508,449,378,24,-256,-56,5507,742,3081,466,500,488,476,439,490,932,-1024,144,-3433,-1392,4515
509,510,509,508,458,372,-292,-64,392,4401,-2324,-1145,497,505,498,474,465,498,176,324,168,-3778,3223,2868
509,510,509,509,457,373,-140,-176,88,4428,-4580,-2172,486,504,497,477,466,496,372,272,192,-3292,4900,3981
509,510,509,509,448,373,-252,24,164,8924,-3995,8729,493,505,499,474,469,496,316,28,-120,-1683,2208,2707
509,510,509,509,441,372,-80,-164,284,6167,-7694,-452,490,504,493,473,467,492,372,260,112,-2854,3746,4218
509,510,509,509,431,379,-116,80,244,4640,-6565,2962,504,507,498,472,463,498,-40,172,84,-1892,5217,2795
509,510,509,509,426,377,-180,-148,88,1123,-5761,99,501,506,495,474,465,500,464,-8,196,-1686,4668,3355
508,510,509,509,418,374,-16,240,128,3907,-8956,7876,510,506,497,473,466,498,128,136,64,-118,6673,2603
499,510,509,508,421,369,-856,8,132,3412,-9558,-854,512,508,498,472,473,497,-632,624,32,914,6761,2413
498,510,509,509,427,370,128,-96,52,3786,-369,3929,508,501,497,471,468,479,296,208,-56,2723,4861,3380
500,510,509,509,436,357,-228,52,136,-611,-228,3900,506,501,498,470,463,477,156,52,-176,2790,4615,2856
471,510,509,509,433,362,-216,-52,324,-2221,24,-2022,504,501,498,471,455,486,404,-292,-136,47,-1058,498
479,510,509,509,444,373,-64,-184,300,-1339,109,2688,505,504,501,470,453,491,84,272,-4,-1645,2822,2146
498,510,509,509,437,371,-196,-180,236,-862,1458,2574,504,505,503,471,450,493,72,184,472,578,4360,2229
490,510,509,509,439,370,-236,-216,184,906,524,880,503,508,504,472,456,492,348,-56,260,1982,914,3576
496,510,509,509,435,370,-48,-152,148,1351,-3351,625,499,509,503,472,459,488,320,84,48,2196,847,2778
490,510,509,509,432,372,-304,-72,268,-1017,-1569,1058,498,510,505,472,455,492,308,156,108,2054,213,1780
482,510,509,509,425,371,-252,-88,-20,108,-817,1875,506,510,505,471,458,491,84,68,196,1114,2516,2963
493,509,509,509,434,375,-284,-312,316,784,-4625,-543,510,510,505,472,459,495,220,156,176,1885,1491,3440
494,510,509,509,428,397,-196,-176,240,1,-1650,3066,509,508,504,472,459,489,452,56,96,1554,-787,1539
488,510,509,509,415,403,-216,-100,56,-1119,375,3074,511,509,504,470,460,495,124,92,120,-441,3112,4287
483,510,509,509,419,401,76,-296,132,1612,-2755,3624,512,510,504,471,464,502,172,28,224,1839,246,2433
440,510,509,509,411,402,-208,-324,360,-946,-2509,378,512,510,502,471,467,504,244,-72,160,1935,-1172,4342
463,510,509,509,423,415,-8,-220,204,-301,108,4956,512,511,500,474,489,505,412,-88,12,2259,-1709,2567
429,510,509,508,426,419,-320,-272,244,-833,-650,2661,512,511,501,477,486,506,108,488,92,2115,-185,1687
394,509,509,508,422,416,-88,-312,172,-1044,736,3992,512,510,500,475,485,506,20,608,388,2476,-1007,1987
410,510,509,509,428,413,-388,-392,288,-1397,1592,4671,513,507,498,473,483,506,572,-256,8,2454,-1286,2859
380,510,509,509,417,408,-368,-120,272,-1459,1195,3457,513,504,501,472,482,504,424,144,200,2404,-1663,1446
399,510,509,509,429,398,-256,-196,332,-2484,2532,3506,512,503,501,474,478,506,384,-36,-192,3119,-3817,209
477,510,509,509,434,393,-244,-88,268,-4447,5062,2085,512,506,500,473,477,506,28,396,220,3084,-4353,-1520
507,510,509,509,435,387,-288,-312,100,-5068,5642,2518,512,507,500,474,478,505,388,-164,176,4809,-9699,-3407
508,510,509,509,448,387,-504,160,-12,-4481,10373,1267,513,509,501,473,477,509,308,396,72,4062,-9472,-4325
508,510,509,509,447,386,-44,-216,16,-3193,12046,-9463,513,509,502,473,464,508,308,360,-280,-239,-10725,-5190
507,510,509,509,470,394,-544,-100,284,907,11780,-793,508,507,503,474,467,501,-20,-60,20,1088,-11776,-4919
507,510,509,509,472,402,-252,-392,104,-286,2640,-471,506,507,500,474,466,504,496,392,-236,-580,-5618,-1518
509,510,509,509,475,405,4,-128,52,79,2495,1025,499,505,491,474,465,496,384,60,-44,-1541,-5408,936
509,510,509,509,475,400,-104,16,160,-951,8800,308,487,503,498,474,471,499,72,268,288,-1581,-3537,-1125
508,510,509,509,473,400,-312,-164,244,2237,4546,-2017,467,501,499,475,463,498,-108,400,32,-819,-4886,-1750
509,510,509,509,468,399,-184,-104,244,2285,3352,4800,480,503,494,475,460,497,276,20,188,-2339,-4517,4291
509,510,509,509,465,378,-144,112,204,2563,2019,221,483,503,495,473,470,498,660,-528,188,-1547,-4506,1656
508,510,509,509,457,378,-360,-260,244,1633,857,-326,485,503,492,473,473,502,-84,1644,88,-3260,-2602,4490
508,510,509,509,458,371,-60,-228,-208,2144,3053,2176,487,503,496,474,473,504,-628,504,472,-1166,-2244,1084
508,510,509,507,466,364,-548,-736,344,4421,3402,6505,441,499,497,476,475,504,732,-192,-436,-2260,-2145,375
509,510,509,507,470,355,-88,-128,348,1940,3622,1539,440,500,494,471,468,493,216,-460,-1012,-3289,-92,3443
509,510,509,509,466,352,-396,-300,188,3344,3448,3655,450,502,498,472,467,499,352,128,-4,-2572,-788,3612
509,510,509,507,478,328,-148,-376,72,5867,173,2098,462,503,493,472,467,495,824,-56,-28,-1733,-968,4339
509,510,509,507,473,309,-316,-200,432,3602,101,1721,485,506,494,472,471,500,348,228,-228,-1229,-1718,2878
509,510,509,508,473,323,-368,-96,380,4327,654,2417,482,504,496,474,474,502,28,-196,52,-2093,284,1350
509,510,509,507,471,321,-488,-360,-40,2629,221,-173,483,504,492,473,477,500,340,56,316,-2178,-263,1750
509,510,509,507,472,322,-352,-336,-104,3234,-1190,-79,505,504,492,470,474,495,304,100,-4,-2770,-414,2676
509,510,509,509,453,336,-256,8,-24,5854,-2667,1689,512,508,493,470,473,494,288,-164,260,-2975,1820,3837
509,510,509,508,449,339,-140,-264,-164,4165,-3492,1893,512,508,491,467,449,484,336,496,-28,-4081,4226,4317
509,509,509,508,439,342,152,-96,292,5097,-13612,-2413,513,508,495,468,462,490,388,80,172,-4838,8017,6610
509,510,509,509,437,350,-204,116,376,7090,-15493,-490,513,509,499,471,463,496,4,280,68,-1753,9573,5555
501,509,509,509,424,378,136,-144,-40,1469,-9912,1728,513,508,502,472,463,493,-412,148,-108,706,11301,4830
479,510,509,509,420,372,-164,-256,76,836,-9091,4814,512,509,504,473,462,491,-232,388,232,4673,10675,10688
463,509,509,509,425,375,-20,-204,60,3951,-6120,6624,512,506,505,474,465,480,988,-12,-184,4336,3501,5719
443,510,509,508,418,368,-500,-260,96,-1732,1196,-2223,505,502,504,472,465,474,532,372,440,2984,236,3525
501,510,509,506,462,351,36,-328,268,4638,-2290,6070,509,507,502,471,454,481,844,264,0,784,-811,-968
507,510,509,509,454,332,-100,-252,156,-1017,-3007,2003,513,508,502,472,455,491,200,52,104,1235,533,1957
500,509,509,508,459,322,-312,-244,280,963,1353,6513,513,508,499,473,476,505,372,216,128,2207,1375,3817
