Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
509.1,491.72,366.95,484.08,213.73,256.39,237,128.35,-36.701,-1606.1,87.375,207.34,460.55,483.5,501.9,430.67,76.993,369.62,218.54,137.45,-78.05,-1211.7,628.37,941.94
508.63,491.43,372.83,484.04,214.04,256.21,225.9,127.42,-46.219,-1467.9,416.87,13.448,461.83,483.51,501.88,430.72,75.325,370.21,233.05,116.08,-103.52,-852.78,781.05,438.69
508.2,491.14,378.49,484.02,214.32,256.04,231.37,124.39,-45.607,-1454,581.01,-67.859,463.2,483.55,501.85,430.77,74.13,370.81,243.62,93.482,-118.74,-627.18,869.14,81.452
507.81,490.84,383.9,484.01,214.57,255.87,246.69,117.14,-35.766,-1551.6,601.11,-50.014,464.66,483.61,501.83,430.81,73.357,371.4,251.28,75.88,-124.21,-551.36,885.97,-109.46
507.45,490.53,389.05,484.03,214.77,255.7,264.81,106.6,-19.961,-1722.5,519.33,38.519,466.17,483.69,501.81,430.86,72.959,371.99,257.3,66.302,-121.86,-614.32,835.93,-140.55
507.13,490.19,393.93,484.07,214.93,255.53,281.1,95.809,-2.292,-1913.1,388.18,162.06,467.73,483.8,501.8,430.92,72.892,372.55,262.46,64.448,-114.43,-780.24,733.91,-41.541
506.83,489.81,398.52,484.12,215.05,255.37,294.1,88.29,13.553,-2065.9,259.37,285.47,469.3,483.92,501.79,430.99,73.117,373.08,266.54,67.703,-104.93,-996.13,602.88,142.3
506.56,489.39,402.82,484.19,215.12,255.21,304.44,86.624,24.93,-2132.1,174.01,380.14,470.88,484.05,501.78,431.06,73.595,373.57,268.32,72.705,-96.132,-1202.9,469.83,360.05
506.29,488.91,406.82,484.28,215.15,255.06,312.86,91.587,30.39,-2080.2,156,427.28,472.45,484.2,501.78,431.15,74.299,373.99,266.17,76.759,-90.289,-1347.4,360.59,565.02
506.02,488.35,410.52,484.38,215.13,254.91,318.69,102.09,29.62,-1901.1,209.29,418.59,473.98,484.36,501.78,431.25,75.201,374.35,258.84,78.559,-88.756,-1392,294.57,722.19
505.76,487.71,413.91,484.5,215.06,254.77,319.59,115.71,23.327,-1608.3,319.36,354.92,475.46,484.54,501.79,431.36,76.283,374.62,246.29,78.083,-91.745,-1321.3,280.6,812.09
505.48,486.98,417.01,484.63,214.94,254.63,312.65,129.51,13.075,-1234.1,458.19,244.02,476.87,484.72,501.8,431.49,77.529,374.8,229.98,75.948,-98.239,-1142.1,314.86,830.53
505.19,486.15,419.8,484.77,214.78,254.5,296.25,140.68,1.0038,-822.74,591.57,98.058,478.21,484.9,501.82,431.62,78.931,374.88,212.64,72.741,-106.19,-880.57,381.79,785.41
504.88,485.21,422.3,484.92,214.57,254.38,271.44,147,-10.551,-421.7,687.04,-68.362,479.46,485.09,501.84,431.76,80.484,374.85,197.6,68.718,-113.05,-574.85,457.85,691.81
504.55,484.17,424.5,485.08,214.32,254.27,242.35,147.16,-19.507,-74.142,721.05,-239.74,480.62,485.29,501.86,431.91,82.185,374.71,187.76,63.91,-116.58,-267.16,517.41,567.2
504.2,483.01,426.4,485.24,214.03,254.16,215.06,141.02,-24.454,187.68,683.65,-400.94,481.67,485.49,501.89,432.07,84.037,374.45,185.01,58.36,-115.51,3.7567,539.38,427.93
503.84,481.74,428.01,485.41,213.69,254.07,195.6,129.76,-24.932,346.55,580.01,-538.52,482.62,485.69,501.93,432.23,86.042,374.08,189.85,52.199,-109.95,208.31,512.59,287.43
503.45,480.36,429.33,485.59,213.33,253.99,187.85,115.85,-21.487,401.85,428.61,-642.14,483.46,485.89,501.96,432.39,88.204,373.6,201.61,45.558,-101.25,329.46,438.61,155.96
503.06,478.89,430.34,485.76,212.93,253.92,192.3,102.47,-15.459,368.5,256.64,-705.84,484.2,486.09,502,432.55,90.525,373.02,218.75,38.502,-91.419,363.81,331.1,41.052
502.66,477.33,431.07,485.94,212.5,253.86,206.09,92.639,-8.5595,273.84,93.789,-728.86,484.83,486.29,502.04,432.71,93.008,372.34,239.07,31.143,-82.483,321.14,211.96,-51.994
502.25,475.7,431.49,486.12,212.05,253.81,224.17,88.186,-2.3755,152.65,-34.049,-715.63,485.37,486.49,502.08,432.86,95.652,371.57,259.83,23.837,-75.961,222.69,105.62,-120.19
501.86,474.01,431.61,486.29,211.58,253.77,241.02,89.16,2.0307,41.377,-109.84,-674.92,485.82,486.68,502.13,433.01,98.453,370.72,278,17.264,-72.604,98.651,32.979,-163.36
501.49,472.27,431.43,486.46,211.1,253.74,252.31,93.887,4.3111,-27.895,-128.07,-618.21,486.17,486.88,502.17,433.14,101.4,369.82,290.68,12.258,-72.344,-15.154,6.6283,-184.77
501.16,470.51,430.94,486.63,210.6,253.72,255.85,99.647,4.7602,-32.571,-94.51,-557.82,486.46,487.07,502.22,433.27,104.49,368.86,295.92,9.4779,-74.368,-81.638,28.466,-191.1
500.86,468.75,430.15,486.79,210.11,253.71,251.82,103.65,4.0394,36.928,-23.432,-504.94,486.67,487.25,502.26,433.38,107.68,367.88,293.4,9.1386,-77.27,-67.692,89.946,-191.75
500.62,467.01,429.06,486.94,209.62,253.71,242.43,103.9,2.8277,175.86,66.916,-468.05,486.82,487.43,502.3,433.49,110.98,366.88,284.55,11,-79.331,50.136,174.72,-197
500.45,465.3,427.67,487.09,209.14,253.72,231.14,99.695,1.5473,366.29,159.28,-451.77,486.91,487.6,502.34,433.58,114.33,365.88,272.12,14.575,-78.931,280.45,262.85,-215.63
500.35,463.66,426,487.22,208.68,253.74,221.83,91.648,0.27318,580.5,241.51,-456.53,486.96,487.76,502.38,433.65,117.72,364.89,259.12,19.379,-75.024,613.5,335.46,-252.34
500.34,462.09,424.04,487.35,208.24,253.76,217.77,81.385,-1.1527,786.31,308.81,-478.95,486.97,487.92,502.41,433.72,121.09,363.93,247.97,25.033,-67.52,1020.5,378.73,-305.83
500.42,460.63,421.83,487.47,207.82,253.79,220.77,71.071,-2.8772,953.43,363.72,-513.07,486.94,488.05,502.44,433.77,124.41,363.02,239.99,31.167,-57.443,1456.2,386.25,-368.15
500.61,459.28,419.39,487.58,207.44,253.82,230.47,62.916,-4.7915,1059.7,413.89,-551.93,486.88,488.18,502.46,433.82,127.63,362.15,235.44,37.267,-46.756,1865.6,359.43,-425.68
500.91,458.08,416.74,487.68,207.1,253.85,244.32,58.741,-6.4042,1096,468.45,-589.21,486.79,488.29,502.48,433.85,130.69,361.35,233.99,42.619,-37.892,2192.3,305.8,-461.84
501.32,457.02,413.91,487.76,206.81,253.88,258.18,59.627,-6.8811,1068.6,533.85,-620.27,486.69,488.38,502.5,433.88,133.56,360.62,235.1,46.422,-33.096,2389.1,236.15,-460.87
501.85,456.14,410.95,487.84,206.56,253.92,267.59,65.686,-5.244,997.63,610.49,-642.39,486.56,488.45,502.5,433.89,136.18,359.96,238.28,47.985,-33.79,2426.2,161.26,-411.77
502.48,455.44,407.89,487.9,206.37,253.95,269.27,75.971,-0.69312,912.73,690.99,-654.28,486.41,488.51,502.51,433.91,138.49,359.38,242.98,46.921,-40.169,2297.6,89.271,-311.36
503.22,454.92,404.8,487.96,206.23,253.98,262.28,88.603,6.9965,845.77,760.82,-655.1,486.25,488.55,502.51,433.92,140.46,358.88,248.29,43.298,-51.117,2022.2,24.455,-165.68
504.06,454.6,401.72,488,206.16,254,248.41,101.14,17.126,822.94,801.23,-643.79,486.07,488.56,502.5,433.93,142.04,358.46,252.69,37.789,-64.46,1639.6,-32.583,10.706
504.99,454.48,398.71,488.03,206.14,254.02,231.61,111.15,27.971,858.06,793.94,-618.87,485.88,488.56,502.49,433.94,143.19,358.12,254,31.805,-77.43,1203.5,-83.415,197.19
506,454.57,395.83,488.05,206.19,254.04,216.73,116.86,37.131,948.74,726.26,-578.93,485.67,488.53,502.47,433.95,143.89,357.85,249.88,27.472,-87.276,771.57,-129.76,370.74
507.06,454.85,393.14,488.05,206.31,254.05,208.03,117.58,42.317,1076.4,595.32,-523.67,485.45,488.49,502.45,433.96,144.1,357.65,238.66,27.216,-91.906,396.12,-171.69,510
508.17,455.34,390.71,488.05,206.48,254.05,207.88,113.91,42.306,1209.9,410.03,-454.85,485.23,488.42,502.42,433.98,143.82,357.52,220.16,32.907,-90.456,116.51,-206.75,599.1
509.29,456.01,388.6,488.04,206.72,254.05,216.19,107.48,37.582,1313.2,190.17,-376.76,485,488.35,502.39,433.99,143.03,357.44,196.27,44.851,-83.588,-45.661,-230.33,630.43
510.41,456.87,386.86,488.02,207.01,254.04,230.61,100.46,30.259,1352.8,-37.36,-295.93,484.76,488.26,502.35,434.01,141.74,357.41,170.77,61.181,-73.374,-88.215,-237.11,606.26
511.5,457.9,385.57,487.99,207.36,254.02,247.37,94.953,23.232,1306,-244.17,-220.12,484.53,488.16,502.32,434.03,139.96,357.42,148.56,78.15,-62.731,-27.051,-223.13,538.42
512.53,459.08,384.77,487.95,207.75,254,262.51,92.468,18.918,1166,-406.35,-156.72,484.31,488.05,502.28,434.05,137.72,357.46,134.43,91.352,-54.574,107.59,-187.67,446.32
513.48,460.4,384.51,487.9,208.18,253.97,272.92,93.608,18.191,943.06,-509.25,-111.3,484.11,487.94,502.23,434.07,135.05,357.53,131.79,97.364,-50.953,276.73,-134.32,353.2
514.3,461.84,384.83,487.85,208.65,253.94,277.05,98.03,20.024,661.66,-549.85,-86.574,483.92,487.83,502.19,434.08,131.98,357.62,141.86,95.033,-52.476,439.43,-70.618,281.38
514.99,463.38,385.77,487.79,209.14,253.91,275.05,104.66,22.008,354.99,-536.28,-82.142,483.77,487.72,502.14,434.08,128.58,357.71,163.36,85.85,-58.169,559.79,-6.5268,247.37
515.49,464.98,387.35,487.73,209.65,253.87,268.47,112.04,21.491,57.832,-484.75,-94.977,483.67,487.62,502.1,434.07,124.91,357.82,192.89,73.291,-65.826,613.32,47.873,258.04
515.8,466.63,389.58,487.67,210.17,253.83,259.64,118.7,16.798,-199.72,-414.92,-120.48,483.61,487.54,502.05,434.04,121.03,357.92,225.66,61.541,-72.711,591.18,84.765,309.01
515.87,468.29,392.47,487.6,210.69,253.79,250.92,123.47,8.0004,-396.33,-344.96,-153.76,483.61,487.48,502.01,433.99,117.03,358.01,256.46,54.175,-76.412,501.63,100.33,385.59
515.69,469.93,396.01,487.53,211.19,253.75,244.19,125.66,-3.056,-520.89,-287.59,-190.75,483.68,487.43,501.96,433.92,113,358.09,280.67,53.242,-75.55,368.04,95.406,466.32
515.23,471.53,400.17,487.47,211.67,253.71,240.46,125.17,-13.441,-571.52,-247.83,-228.88,483.83,487.42,501.92,433.82,109.01,358.17,295.12,58.956,-70.138,223.81,75.028,528.1
514.47,473.04,404.94,487.4,212.11,253.68,239.85,122.38,-20.211,-553.27,-223.1,-267.23,484.06,487.43,501.88,433.69,105.18,358.22,298.79,69.89,-61.529,105.3,47.011,551.6
513.4,474.45,410.25,487.34,212.51,253.65,241.71,118.07,-21.44,-475.61,-205.23,-306.02,484.39,487.48,501.84,433.51,101.6,358.26,292.98,83.511,-52,44.182,20.042,525.69
512.01,475.71,416.07,487.29,212.85,253.62,244.95,113.05,-16.857,-350.58,-183.75,-345.9,484.82,487.57,501.81,433.3,98.363,358.27,280.92,96.858,-44.136,60.948,1.7326,449.67
510.3,476.8,422.32,487.24,213.13,253.6,248.32,108.04,-7.9263,-191.91,-149.47,-387.11,485.34,487.7,501.77,433.03,95.579,358.27,266.71,107.21,-40.151,160.77,-2.967,333.13
508.25,477.68,428.92,487.2,213.33,253.59,250.76,103.47,2.6026,-14.723,-97.285,-428.95,485.97,487.86,501.74,432.72,93.345,358.24,253.98,112.66,-41.299,332.35,7.3219,193.45
505.88,478.33,435.8,487.18,213.45,253.58,251.64,99.456,11.487,164.77,-27.471,-469.78,486.7,488.07,501.72,432.35,91.756,358.19,244.78,112.42,-47.555,549.74,30.265,52.152
503.2,478.73,442.86,487.16,213.48,253.57,250.9,95.936,15.901,330.4,54.73,-507.39,487.52,488.32,501.7,431.92,90.903,358.12,239.12,106.8,-57.685,776.77,60.396,-69.249
500.23,478.85,450.01,487.15,213.41,253.58,248.99,92.878,14.22,468.14,140.98,-539.62,488.44,488.6,501.68,431.44,90.869,358.02,235.39,96.902,-69.697,973.07,90.237,-152.73
496.98,478.69,457.14,487.16,213.24,253.58,246.75,90.513,6.5111,568.9,222.46,-565.04,489.44,488.93,501.67,430.9,91.73,357.89,231.36,84.133,-81.496,1101,111.71,-186.25
493.49,478.22,464.14,487.19,212.95,253.6,245.11,89.49,-5.4,631.3,292.42,-583.27,490.52,489.29,501.66,430.3,93.551,357.73,225.33,69.846,-91.422,1132.6,117.61,-165.02
489.79,477.45,470.92,487.23,212.56,253.62,244.91,90.785,-18.311,663.21,347.95,-595,491.65,489.69,501.66,429.64,96.383,357.55,216.89,55.27,-98.505,1055.3,102.98,-91.967
485.91,476.38,477.37,487.28,212.05,253.64,246.74,95.304,-28.454,681.49,390.65,-601.57,492.82,490.11,501.66,428.93,100.27,357.33,207.07,41.659,-102.41,876.26,66.268,22.569
481.92,475.01,483.39,487.35,211.42,253.67,250.86,103.22,-32.574,709.51,426.08,-604.46,494.02,490.56,501.67,428.16,105.23,357.08,197.81,30.478,-103.23,623.83,10.234,161.46
477.84,473.35,488.87,487.44,210.68,253.7,257.04,113.25,-29.021,772.85,462.47,-604.78,495.22,491.02,501.69,427.35,111.27,356.79,191.06,23.386,-101.3,345.94,-57.516,301.91
473.74,471.43,493.72,487.55,209.83,253.73,264.52,122.3,-18.494,894.18,509.06,-603.06,496.42,491.5,501.71,426.5,118.39,356.47,188,21.938,-97.089,104.71,-124.44,417.24
469.67,469.28,497.86,487.67,208.87,253.76,271.89,125.81,-4.1331,1088.4,574.51,-599.28,497.57,491.98,501.73,425.62,126.56,356.11,188.61,27.003,-91.266,-32.299,-173.7,479.51
465.68,466.91,501.21,487.81,207.81,253.79,277.19,118.92,9.1415,1359.2,665.71,-593.3,498.67,492.47,501.76,424.71,135.72,355.71,191.84,38.115,-84.686,-3.2529,-185.67,463.18
461.84,464.39,503.7,487.96,206.66,253.82,278.32,98.395,15.939,1697.9,787.09,-585.25,499.7,492.95,501.8,423.78,145.83,355.28,196.15,53.029,-78.401,235.99,-140.49,349.46
458.19,461.73,505.27,488.12,205.42,253.84,273.8,64.703,12.006,2084.7,940.41,-575.97,500.62,493.41,501.84,422.84,156.79,354.81,200.21,67.836,-73.554,701.34,-21.448,130.79
454.79,459,505.86,488.29,204.11,253.86,263.6,23.242,-4.3132,2491.8,1124.7,-567.01,501.43,493.86,501.88,421.9,168.5,354.3,203.3,77.818,-71.166,1373.8,181.11,-185.54
451.69,456.25,505.45,488.48,202.74,253.87,249.59,-16.066,-31.222,2888.1,1336,-560.4,502.1,494.28,501.93,420.98,180.85,353.77,205.44,78.922,-71.845,2198.6,466.18,-575.78
448.95,453.52,504.02,488.67,201.32,253.88,235.35,-41.333,-63.594,3244,1567.5,-557.87,502.61,494.67,501.98,420.07,193.7,353.21,207.23,69.281,-75.505,3091,819.58,-1000.9
446.6,450.87,501.54,488.86,199.87,253.87,225.02,-42.931,-94.132,3535.1,1809.1,-559.94,502.95,495.02,502.03,419.19,206.89,352.62,209.55,50.097,-81.237,3948.7,1213.3,-1410.8
444.68,448.35,498.02,489.06,198.4,253.86,221.84,-18.005,-115.28,3744.8,2047.4,-565.15,503.12,495.33,502.09,418.36,220.27,352.02,213.33,25.375,-87.476,4668.6,1607.2,-1751.8
443.23,446.02,493.49,489.25,196.94,253.84,226.78,26.717,-121.28,3865.5,2266,-569.69,503.09,495.6,502.15,417.57,233.67,351.41,219.34,0.60558,-92.525,5163.6,1953.7,-1974.5
442.26,443.93,487.96,489.45,195.49,253.8,238.27,75.465,-109.69,3897.3,2446.3,-567.96,502.86,495.81,502.2,416.84,246.89,350.81,228.03,-18.999,-95.3,5377,2203.5,-2042.7
441.8,442.13,481.49,489.63,194.07,253.76,252.85,107.83,-82.031,3846.4,2569.4,-553.85,502.42,495.97,502.26,416.18,259.77,350.21,239.3,-29.935,-95.968,5290.3,2314,-1938.8
441.85,440.65,474.13,489.81,192.71,253.7,266.55,105.86,-43.381,3721.2,2616.6,-522.49,501.79,496.07,502.31,415.59,272.1,349.63,252.35,-30.974,-96.088,4923,2255.9,-1667.3
442.41,439.53,465.94,489.97,191.42,253.63,276.15,61.193,-1.1859,3528.8,2571.4,-472.06,500.94,496.12,502.37,415.08,283.71,349.09,265.62,-22.894,-98.009,4326.2,2019.5,-1253.3
443.48,438.79,457.01,490.12,190.21,253.55,279.79,-20.585,36.465,3271.5,2420.3,-404.9,499.9,496.11,502.42,414.65,294.4,348.59,276.86,-7.7909,-103.71,3570.6,1618.1,-738.42
445.04,438.47,447.43,490.26,189.11,253.46,277.02,-120.67,62.756,2944.8,2153.8,-327.35,498.67,496.04,502.47,414.3,304.02,348.14,283.57,11.531,-113.6,2734.2,1087.7,-173.97
447.06,438.56,437.3,490.37,188.12,253.36,268.37,-212.81,73.809,2539.3,1769.1,-248.29,497.27,495.91,502.51,414.05,312.4,347.76,283.61,31.878,-125.9,1891.9,482.86,386.87
449.51,439.07,426.73,490.47,187.26,253.25,254.87,-272.12,69.609,2044.9,1272.1,-176.64,495.69,495.72,502.55,413.88,319.39,347.46,276.05,49.886,-137.08,1107,-130.82,896.4
452.35,440,415.85,490.54,186.54,253.12,237.96,-283.39,53.86,1459,680.85,-118.64,493.97,495.48,502.59,413.8,324.87,347.24,261.81,62.453,-143.16,427.12,-686.42,1318
455.55,441.33,404.76,490.58,185.98,252.99,219.64,-245.6,32.816,794.08,27.283,-75.95,492.11,495.19,502.62,413.8,328.72,347.12,243.88,67.466,-141.39,-117.26,-1126.5,1629.7
459.04,443.03,393.62,490.6,185.57,252.85,202.66,-171.15,13.431,83.47,-642.74,-45.502,490.15,494.85,502.65,413.89,330.87,347.11,226.65,64.547,-131.45,-513.1,-1412.3,1824.1
462.78,445.08,382.54,490.59,185.33,252.7,190.15,-80.516,1.379,-619.49,-1273.2,-21.294,488.11,494.47,502.67,414.06,331.27,347.21,214.51,55.353,-115.76,-762.92,-1529.3,1907.2
466.71,447.42,371.67,490.56,185.26,252.55,184.83,5.1522,-0.45132,-1248.3,-1804.9,2.3174,486,494.05,502.68,414.3,329.87,347.42,210.27,43.151,-98.525,-881.79,-1488.4,1894
470.77,450.01,361.14,490.49,185.36,252.39,187.96,70.381,7.4612,-1735.7,-2184.6,27.033,483.86,493.6,502.69,414.6,326.68,347.75,214.12,31.726,-84.26,-893.23,-1322.1,1804.5
474.9,452.81,351.07,490.4,185.63,252.22,198.66,108.74,21.792,-2028.7,-2374.7,48.217,481.72,493.12,502.7,414.96,321.72,348.2,223.48,24.074,-76.247,-824.49,-1076.5,1659
479.04,455.74,341.6,490.29,186.06,252.05,214.05,122.68,37.761,-2100.8,-2360,54.875,479.6,492.61,502.7,415.38,315.07,348.76,234.01,21.416,-75.598,-702.51,-802.18,1476.3
483.14,458.75,332.84,490.14,186.66,251.88,230.03,120.65,50.823,-1958.6,-2151.8,32.477,477.54,492.09,502.69,415.83,306.79,349.44,241.31,22.963,-81.168,-551.36,-544.53,1271.8
487.14,461.78,324.91,489.98,187.4,251.7,242.47,113.07,58.047,-1641.4,-1787,-31.91,475.56,491.57,502.68,416.32,297.01,350.23,242.65,26.455,-90.21,-392.1,-337.49,1058.8
490.99,464.76,317.91,489.79,188.29,251.53,248.3,108.59,58.727,-1213.9,-1323.8,-143.5,473.69,491.04,502.66,416.83,285.87,351.12,237.97,29.174,-99.372,-244.47,-200.02,850.86
494.64,467.63,311.92,489.59,189.3,251.35,246.23,111.73,54.183,-755.87,-835.39,-294.52,471.96,490.52,502.64,417.36,273.54,352.1,229.96,28.955,-105.67,-129.62,-136.32,663.29
498.06,470.32,307.01,489.37,190.42,251.18,237.01,122.25,46.948,-349.87,-401.39,-461.48,470.41,490.01,502.61,417.89,260.21,353.16,222.77,24.822,-107.13,-72.069,-138.65,515.26
501.19,472.8,303.25,489.14,191.64,251.01,223.21,136.09,39.688,-71.005,-98.421,-606.36,469.05,489.52,502.58,418.42,246.08,354.29,220.1,17.107,-103.11,-99.577,-191.7,429.62
504.02,474.99,300.67,488.91,192.94,250.84,208.92,147.34,34.176,21.643,9.4272,-681.96,467.91,489.05,502.54,418.93,231.38,355.46,223.45,7.1525,-94.256,-240.11,-277.19,431.17
506.51,476.86,299.29,488.67,194.3,250.68,199.17,150.45,30.571,-108.77,-119.81,-640.75,467.01,488.62,502.5,419.42,216.34,356.67,231.3,-3.1686,-82.255,-516.12,-377.76,543.26
508.66,478.38,299.11,488.43,195.69,250.53,199.22,142.04,27.19,-472.41,-497.64,-445.75,466.37,488.23,502.46,419.88,201.22,357.89,239.77,-11.861,-69.486,-937.37,-479.41,783.11
510.44,479.5,300.11,488.2,197.1,250.38,213.4,121.93,20.875,-1050.2,-1099.5,-80.956,466,487.88,502.42,420.31,186.27,359.11,244.58,-17.011,-58.547,-1494.3,-572.49,1156.9
511.85,480.22,302.27,487.98,198.5,250.25,243.57,93.132,7.9465,-1793.7,-1863.8,441,465.91,487.59,502.37,420.68,171.71,360.31,243.44,-16.8,-51.747,-2153.9,-651.26,1655.1
512.9,480.53,305.52,487.77,199.88,250.13,287.72,61.197,-14.461,-2628.1,-2696.5,1076.3,466.11,487.34,502.32,421.01,157.81,361.46,237.76,-9.4666,-50.574,-2860.2,-712.65,2249.9
513.59,480.41,309.79,487.58,201.21,250.02,339.3,32.998,-47.055,-3460.2,-3483.2,1753.3,466.59,487.16,502.27,421.29,144.79,362.56,232.74,6.6471,-55.235,-3539.8,-754.59,2894.3
513.94,479.87,314.99,487.42,202.47,249.93,388.11,15.278,-87.515,-4189.9,-4105.3,2382.8,467.35,487.03,502.22,421.51,132.87,363.58,235.7,32.891,-64.404,-4111.3,-774.79,3525.3
513.96,478.94,321.01,487.29,203.64,249.85,422.84,13.226,-130.53,-4725.3,-4460.1,2872.1,468.38,486.96,502.17,421.66,122.24,364.5,253.15,70.015,-75.426,-4498.7,-770.16,4070.4
513.67,477.64,327.75,487.19,204.7,249.8,434.76,29.296,-168.95,-4997.3,-4478.8,3141.3,469.67,486.96,502.12,421.76,113.09,365.31,287.68,117.84,-85.074,-4644.4,-737.33,4456.9
513.11,475.99,335.07,487.12,205.65,249.76,421.11,62.511,-195.77,-4970.6,-4139.4,3138.7,471.18,487.02,502.07,421.79,105.55,365.99,336.17,174.85,-90.71,-4520.1,-673.87,4624
512.31,474.04,342.83,487.09,206.45,249.74,386.52,108.41,-206.31,-4648.6,-3469.9,2849.9,472.89,487.13,502.02,421.76,99.743,366.53,389.76,237.52,-91.348,-4132.9,-579.8,4533.3
511.28,471.84,350.89,487.09,207.12,249.75,341.63,159.72,-199.88,-4069.9,-2542.9,2301.3,474.77,487.3,501.98,421.68,95.757,366.91,436.04,299.68,-88.008,-3525,-458.64,4177
510.09,469.43,359.11,487.14,207.62,249.77,299.17,207.67,-180.04,-3298.8,-1461.7,1555.1,476.79,487.53,501.94,421.54,93.639,367.14,462.51,352.35,-83.09,-2766.1,-317.34,3580.2
508.74,466.86,367.34,487.23,207.97,249.82,269.45,243.73,-153.26,-2411.8,-341.07,698.66,478.9,487.8,501.9,421.35,93.401,367.2,460.52,384.82,-79.038,-1940.4,-165,2796.9
507.3,464.19,375.43,487.35,208.16,249.89,257.02,261.41,-126.52,-1484.2,711.18,-170.36,481.05,488.11,501.87,421.11,95.018,367.09,428.29,387.5,-77.04,-1131.2,-10.493,1900.9
505.78,461.48,383.23,487.51,208.18,249.98,259.81,257.54,-104.56,-579.28,1610.6,-958.87,483.22,488.46,501.84,420.84,98.428,366.81,371.89,355.5,-76.46,-405.3,140.07,972.54
504.23,458.77,390.63,487.7,208.05,250.09,270.85,232.92,-88.214,257.34,2306.1,-1591.7,485.34,488.83,501.82,420.54,103.53,366.37,303.53,291.34,-75.291,198.28,285.37,84.738
502.68,456.14,397.48,487.93,207.78,250.22,281.44,192.15,-74.508,998.68,2782.4,-2020.5,487.37,489.23,501.8,420.22,110.21,365.77,237.7,205.3,-71.36,673.27,429.5,-707.79
501.17,453.63,403.68,488.18,207.36,250.36,284.51,142.91,-58.587,1633.2,3056.3,-2227.8,489.27,489.63,501.79,419.89,118.28,365.02,186.59,112.75,-63.658,1044.1,580.86,-1374.6
499.73,451.28,409.12,488.45,206.83,250.52,276.59,94.868,-36.557,2158.7,3166.7,-2225.2,490.99,490.04,501.78,419.55,127.56,364.14,156.67,29.796,-53.101,1357.6,749.34,-1909.3
498.37,449.14,413.72,488.74,206.19,250.68,258.19,58.116,-7.851,2576.8,3161.8,-2048.1,492.51,490.44,501.78,419.22,137.84,363.15,147.61,-31.062,-42.358,1669.6,942.39,-2323.3
497.13,447.26,417.4,489.04,205.46,250.85,232.73,41.38,24.035,2887.5,3087.7,-1747.6,493.77,490.83,501.79,418.91,148.88,362.05,153.6,-63.505,-34.857,2031.1,1160.9,-2636.5
496.03,445.66,420.12,489.35,204.66,251.03,204.83,49.975,52.78,3088,2978.6,-1381.3,494.76,491.19,501.8,418.63,160.43,360.87,166.26,-67.938,-33.47,2473.9,1395.7,-2866.6
495.09,444.37,421.83,489.65,203.82,251.2,178.83,84.018,71.864,3175,2853.9,-1005.4,495.45,491.52,501.82,418.38,172.23,359.64,177.71,-50.412,-39.493,3001.8,1626.9,-3021.5
494.31,443.41,422.52,489.94,202.96,251.37,157.63,137.6,77.368,3148.5,2718.6,-667.87,495.82,491.82,501.84,418.18,184.03,358.37,182.96,-20.725,-52.281,3586.5,1824.6,-3095.5
493.71,442.8,422.19,490.21,202.1,251.53,142.32,199.63,69.69,3016.8,2568.9,-404.78,495.86,492.07,501.87,418.03,195.56,357.1,180.93,9.8292,-69.537,4170.9,1954.3,-3071.6
493.29,442.54,420.86,490.46,201.26,251.67,132.21,256.48,53.402,2799.8,2398.3,-237.32,495.56,492.27,501.9,417.94,206.58,355.85,173.89,30.906,-87.964,4679,1983.1,-2928.1
493.06,442.62,418.55,490.67,200.47,251.8,125.59,295.8,35.358,2527.4,2201.9,-171.32,494.93,492.41,501.94,417.91,216.85,354.63,165.97,35.576,-104.03,5031,1887.7,-2648.2
493.01,443.06,415.33,490.86,199.75,251.9,120.81,310.06,21.906,2235.2,1978.7,-197.85,493.99,492.51,501.98,417.94,226.16,353.48,161.18,22.268,-114.79,5159.1,1660.8,-2228.5
493.14,443.82,411.24,490.99,199.11,251.98,117.44,298.35,16.443,1956.7,1729.3,-295.32,492.74,492.54,502.02,418.04,234.31,352.41,161.84,-4.6252,-118.77,5021.9,1314.5,-1684.7
493.44,444.9,406.37,491.08,198.58,252.03,116.93,265.78,18.308,1714.6,1452.6,-432.74,491.21,492.51,502.06,418.22,241.15,351.44,167.92,-36.071,-116.79,4611.9,879.77,-1052
493.9,446.26,400.8,491.12,198.17,252.04,122.23,221.01,23.311,1514.8,1141.6,-573.91,489.42,492.42,502.1,418.46,246.54,350.6,177.37,-61.444,-112.12,3954.7,401.82,-379.5
494.51,447.89,394.63,491.11,197.89,252.03,136.36,173.14,25.536,1342.8,781.63,-682.14,487.42,492.27,502.15,418.77,250.38,349.89,187.28,-72.226,-109.64,3101.3,-68.288,279.29
495.25,449.76,387.95,491.03,197.75,251.97,160.62,129.36,19.627,1166.1,351.74,-724.74,485.24,492.06,502.19,419.14,252.62,349.32,195.12,-64.902,-113.65,2115.8,-482.79,877.16
