Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
507.37,502.34,278.79,481.37,210.83,244.69,261.39,312.63,-38.675,-1836.5,-1501.5,1044.3,449.41,486.05,502.15,430.86,181.12,347.12,95.025,42.844,-103.35,-2444.8,-1054.7,3966.9
507.41,502.59,279.62,481.15,210.67,244.63,219.64,267.6,-10.386,-1878.2,-844.18,796.7,451.78,486.06,502.09,431.29,173.17,347.88,163.36,69.484,-99.75,-2179,-855.51,3718.2
507.48,502.75,280.67,480.93,210.47,244.58,179.27,214.35,9.7981,-1952.4,-403.13,655.83,454.36,486.09,502.02,431.64,165.11,348.75,242.9,84.484,-89.689,-1825.3,-576.91,3305.5
507.57,502.8,281.94,480.72,210.23,244.54,151.3,165.78,14.826,-2047.1,-213.47,649.4,457.1,486.14,501.95,431.93,156.99,349.69,313,83.066,-75.397,-1425.8,-245.79,2769.6
507.68,502.76,283.44,480.52,209.97,244.51,144.32,131,2.0947,-2151.5,-267.34,781.87,459.97,486.22,501.88,432.14,148.89,350.71,357.32,66.892,-60.718,-1036.3,103.03,2169.5
507.82,502.63,285.18,480.33,209.69,244.48,162.47,112.86,-25.386,-2257.6,-517.11,1033.4,462.92,486.31,501.81,432.29,140.85,351.78,368.12,42.867,-50.044,-718.42,433.01,1575.9
507.96,502.42,287.17,480.15,209.4,244.45,204.22,108.04,-59.793,-2359.8,-885.46,1362.9,465.9,486.42,501.74,432.38,132.93,352.89,347.32,20.105,-46.976,-528.89,712.06,1061.9
508.13,502.13,289.42,479.98,209.11,244.44,262.49,109.26,-90.95,-2453.2,-1280.4,1715.5,468.87,486.55,501.67,432.4,125.17,354.01,304.61,6.4503,-53.187,-507.96,917.09,692.89
508.3,501.77,291.93,479.82,208.82,244.42,326.12,108.84,-109.59,-2531.4,-1612.5,2031.3,471.79,486.69,501.61,432.38,117.61,355.14,253.92,5.9437,-67.88,-670.2,1036.6,516.52
508.49,501.35,294.7,479.68,208.56,244.42,382.51,101.86,-110.22,-2585.6,-1810.5,2256.2,474.62,486.83,501.54,432.31,110.28,356.26,209.35,17.974,-88.005,-999.66,1071.2,553.94
508.68,500.86,297.74,479.55,208.32,244.42,420.69,87.939,-92.63,-2604.5,-1832.9,2349.8,477.32,486.99,501.47,432.19,103.22,357.33,181.79,38.148,-109.19,-1450.9,1031.7,794.81
508.87,500.32,301.05,479.42,208.1,244.42,434.07,70.841,-61.554,-2575.9,-1673.3,2292,479.86,487.14,501.41,432.05,96.442,358.36,176.85,60.293,-127.06,-1955.4,936.74,1197.2
509.07,499.74,304.62,479.31,207.93,244.43,422.07,56.485,-24.884,-2489.9,-1358.5,2085.5,482.21,487.29,501.35,431.88,89.973,359.32,194.3,78.734,-138.55,-2433.6,808.4,1693.4
509.27,499.11,308.45,479.21,207.8,244.44,390.06,50.229,8.8986,-2341.1,-940.73,1753.9,484.34,487.44,501.3,431.69,83.821,360.19,229.09,90.07,-142.58,-2807.8,668.86,2200.2
509.46,498.44,312.53,479.13,207.71,244.45,347.68,54.658,33.117,-2132.2,-485.46,1337.7,486.24,487.59,501.24,431.48,77.992,360.95,273.12,93.948,-140.04,-3016.8,536.94,2633.1
509.65,497.75,316.85,479.05,207.68,244.47,305.93,68.697,44.462,-1874.3,-58.642,886.93,487.88,487.73,501.2,431.27,72.489,361.61,317.3,92.74,-132.98,-3026.4,426.04,2920.8
509.83,497.03,321.39,478.98,207.7,244.49,273.98,88.262,43.411,-1587.9,285.18,453.18,489.26,487.85,501.15,431.06,67.309,362.13,353.38,90.325,-123.71,-2835.4,343.41,3017.3
510,496.29,326.12,478.92,207.77,244.51,256.68,108.03,33.54,-1299.7,510.99,81.754,490.36,487.96,501.12,430.86,62.447,362.52,375.17,90.431,-114.06,-2476.1,290.71,2908.8
510.16,495.54,331.03,478.87,207.9,244.53,253.66,123.47,20.041,-1039.6,606.93,-194.45,491.18,488.06,501.08,430.66,57.894,362.75,379.54,95.13,-105.28,-2007.3,265.51,2615.7
510.31,494.79,336.08,478.83,208.08,244.54,260.22,132.37,7.963,-836.21,583.38,-358.65,491.72,488.13,501.06,430.48,53.64,362.84,366.77,104.02,-98.256,-1504.3,263.12,2186.8
510.44,494.03,341.24,478.79,208.31,244.56,269.57,135.19,0.72978,-711.43,468.4,-411.07,491.99,488.19,501.04,430.31,49.672,362.76,340.53,114.35,-93.856,-1044.5,278.32,1689.7
510.56,493.27,346.48,478.76,208.58,244.57,275.55,134.37,-0.60077,-677.12,301.01,-367.24,492,488.23,501.02,430.17,45.977,362.53,306.99,122.04,-92.975,-694.29,306.49,1197.8
510.66,492.52,351.75,478.74,208.9,244.58,274.83,132.99,2.8055,-732.53,123.75,-254.32,491.75,488.25,501.02,430.04,42.543,362.13,273.28,123.12,-96.251,-497.78,344.12,776.52
510.74,491.78,357.03,478.73,209.26,244.59,267.7,133.43,8.3902,-863.94,-24.11,-106.38,491.25,488.24,501.02,429.94,39.357,361.58,245.72,115.23,-103.6,-470.12,388.84,472.43
510.8,491.05,362.26,478.72,209.65,244.59,257.29,136.62,13.322,-1046.5,-111.65,40.742,490.54,488.21,501.02,429.86,36.408,360.87,228.42,98.536,-113.82,-596.62,439.16,306.66
510.84,490.35,367.4,478.71,210.07,244.59,247.79,142.08,15.494,-1247.4,-119.55,154.05,489.62,488.16,501.03,429.8,33.684,360.02,222.61,75.987,-124.54,-837.23,494.02,273.57
510.85,489.66,372.41,478.71,210.51,244.58,242.34,148.4,14.123,-1430.7,-41.258,207.3,488.52,488.09,501.05,429.77,31.178,359.02,226.79,52.559,-132.56,-1135.2,552.29,344.78
510.85,489.01,377.24,478.72,210.96,244.56,241.75,153.83,9.8668,-1562.3,117.38,183.87,487.26,487.99,501.07,429.75,28.883,357.9,237.37,33.875,-134.7,-1428,612.08,477.12
510.82,488.38,381.85,478.73,211.42,244.54,244.36,156.78,4.4833,-1614.3,339.93,78.376,485.85,487.87,501.1,429.76,26.795,356.67,249.59,24.517,-128.8,-1658.7,670.21,622.54
510.76,487.78,386.19,478.74,211.88,244.52,247.09,156.09,0.15583,-1569.5,602.12,-102.78,484.34,487.73,501.13,429.79,24.911,355.33,258.59,26.622,-114.71,-1784.8,721.82,737.91
510.69,487.22,390.23,478.76,212.33,244.49,246.98,151.38,-1.3476,-1423.3,875.31,-342.18,482.73,487.58,501.17,429.83,23.231,353.91,260.6,39.227,-94.66,-1785,760.59,792.48
510.59,486.69,393.93,478.78,212.77,244.45,242.52,143.26,0.57909,-1185.1,1130.2,-613.36,481.07,487.41,501.21,429.88,21.756,352.42,254.1,58.54,-72.734,-1660.5,779.53,772.07
510.46,486.2,397.25,478.8,213.18,244.41,234.35,133.4,5.0382,-876.57,1340.4,-884.04,479.36,487.22,501.26,429.95,20.489,350.88,240.35,79.061,-53.673,-1433.4,772.49,679.31
510.32,485.74,400.16,478.82,213.58,244.36,224.95,124.15,9.9215,-529.24,1485.2,-1120.3,477.63,487.03,501.31,430.03,19.434,349.3,223.15,95.166,-41.317,-1140.8,735.83,530.48
510.15,485.32,402.64,478.85,213.94,244.31,217.64,117.68,12.809,-179.8,1551.4,-1291.2,475.92,486.83,501.36,430.12,18.594,347.71,207.44,102.7,-37.435,-826.41,669.93,350.1
509.97,484.94,404.67,478.88,214.27,244.26,215.34,115.12,12.102,134.71,1533.9,-1373.8,474.23,486.62,501.41,430.21,17.975,346.13,197.57,100.11,-41.354,-531.82,579.9,164.57
509.77,484.59,406.24,478.91,214.55,244.2,219.41,115.95,7.8126,381.74,1435.8,-1356.6,472.59,486.41,501.46,430.3,17.58,344.56,195.67,88.714,-50.487,-288.57,475.3,-3.5304
509.56,484.27,407.33,478.94,214.8,244.14,229.29,118.22,1.5578,537.19,1267.5,-1241.6,471.02,486.21,501.52,430.4,17.414,343.04,201.01,72.093,-61.469,-113.25,368.82,-139.35
509.33,483.98,407.96,478.97,215,244.08,242.69,119.23,-4.301,588.03,1045.2,-1045,469.54,486.01,501.57,430.49,17.478,341.57,210.45,54.752,-71.392,-6.1611,274.17,-237.34
509.11,483.72,408.12,479,215.15,244.01,256.62,116.61,-7.9037,533.4,790.22,-793.78,468.17,485.81,501.63,430.58,17.772,340.17,219.86,40.585,-78.659,46.493,203.6,-300.39
508.87,483.49,407.82,479.03,215.26,243.95,268.55,109.21,-8.844,384.31,526.18,-522.62,466.92,485.63,501.68,430.66,18.297,338.85,225.65,31.746,-83.161,67.905,165.64,-337.24
508.65,483.27,407.1,479.06,215.31,243.88,277.28,97.632,-8.2974,162.12,277.35,-267.76,465.8,485.47,501.73,430.74,19.047,337.63,226.08,28.325,-85.82,84.67,163.35,-359.13
508.43,483.08,405.96,479.09,215.32,243.82,283.17,84.234,-8.2754,-103.92,65.958,-61.591,464.82,485.32,501.78,430.81,20.016,336.52,221.49,28.85,-87.774,120.96,193.65,-376.55
508.22,482.9,404.46,479.11,215.28,243.76,287.55,72.505,-10.442,-379.83,-90.276,72.243,464,485.19,501.83,430.87,21.195,335.53,213.84,31.274,-89.617,193.91,247.66,-396.99
508.04,482.72,402.63,479.14,215.2,243.7,291.83,66.075,-15.143,-630.51,-180.07,122.04,463.34,485.08,501.87,430.93,22.573,334.66,205.59,33.907,-91.018,310.86,312.2,-423.77
507.87,482.55,400.5,479.16,215.07,243.64,296.61,67.54,-21.141,-823.69,-199.77,89.096,462.84,485,501.91,430.97,24.135,333.92,198.84,35.912,-90.879,468.63,372.19,-455.96
507.75,482.37,398.14,479.18,214.9,243.58,301.37,77.525,-26.176,-933.97,-153.6,-13.395,462.52,484.95,501.95,431.01,25.864,333.32,194.75,37.248,-87.964,654.71,413.51,-489.2
507.65,482.19,395.6,479.2,214.7,243.53,304.72,94.326,-28.042,-946.26,-52.908,-163.34,462.36,484.92,501.98,431.03,27.739,332.84,193.75,38.277,-81.721,849.99,425.73,-516.91
507.6,481.99,392.92,479.22,214.46,243.47,305.01,114.29,-25.671,-858.27,85.342,-333.91,462.38,484.92,502.01,431.05,29.738,332.51,195.87,39.319,-72.868,1032.4,404.08,-531.78
507.6,481.77,390.18,479.23,214.19,243.42,301.13,132.88,-19.711,-681.16,240.71,-498.22,462.57,484.95,502.03,431.06,31.837,332.3,201.22,40.402,-63.447,1180.9,350.19,-527.22
507.66,481.52,387.42,479.24,213.9,243.37,293.05,146.02,-12.335,-438.15,391.87,-633.68,462.92,485.01,502.05,431.05,34.01,332.23,209.93,41.267,-56.238,1279,271.51,-498.66
507.76,481.24,384.72,479.25,213.59,243.33,281.87,151.36,-6.3801,-160.93,519.49,-725.36,463.43,485.1,502.06,431.04,36.23,332.28,221.82,41.582,-53.779,1317.5,179.54,-444.44
507.93,480.91,382.13,479.25,213.26,243.29,269.47,148.72,-4.195,115.47,608.79,-767.9,464.09,485.22,502.07,431.03,38.466,332.45,235.97,41.248,-57.416,1295.6,87.296,-366.18
508.16,480.55,379.72,479.25,212.93,243.24,257.97,139.89,-6.7456,358.42,651.65,-765.48,464.9,485.36,502.07,431,40.692,332.73,250.46,40.627,-66.825,1220.2,6.786,-268.6
508.46,480.13,377.53,479.26,212.6,243.2,249.12,127.71,-13.343,542.96,647.41,-730.13,465.84,485.53,502.07,430.97,42.876,333.12,262.68,40.553,-80.231,1104.3,-53.227,-158.87
508.81,479.65,375.63,479.26,212.27,243.16,243.96,115.05,-22.041,655.43,602.5,-678.55,466.91,485.73,502.06,430.94,44.991,333.61,270.05,42.071,-95.186,963.66,-88.519,-45.54
509.23,479.11,374.06,479.25,211.95,243.13,242.68,104.02,-30.41,694.94,528.67,-628.32,468.09,485.94,502.05,430.9,47.007,334.18,270.89,45.993,-109.52,814.46,-99.652,62.522
509.69,478.51,372.87,479.25,211.64,243.09,244.66,95.731,-36.254,672.34,440.49,-594.14,469.37,486.18,502.04,430.86,48.899,334.83,265.11,52.453,-121.97,670.3,-91.179,157.19
510.21,477.84,372.1,479.25,211.35,243.05,248.67,90.411,-37.996,607.08,352.49,-584.96,470.74,486.44,502.02,430.81,50.642,335.56,254.27,60.645,-132.23,540.83,-70.06,231.8
510.77,477.1,371.78,479.25,211.09,243.01,253.05,87.681,-34.735,522.68,276.76,-602.45,472.19,486.71,502,430.77,52.211,336.34,240.99,68.89,-140.45,431.35,-43.725,281.66
511.35,476.28,371.94,479.26,210.86,242.97,256.15,86.861,-26.183,441.71,221.29,-641.05,473.69,486.99,501.98,430.73,53.588,337.17,227.96,75.056,-146.62,343.45,-18.258,304.19
511.96,475.39,372.61,479.26,210.67,242.93,256.73,87.186,-12.715,381.42,189.32,-689.63,475.24,487.29,501.96,430.68,54.755,338.05,217.06,77.241,-150.15,276.24,2.8836,298.96
512.57,474.43,373.78,479.28,210.51,242.89,254.46,87.999,4.4346,350.82,179.74,-734.19,476.83,487.59,501.93,430.64,55.7,338.96,208.95,74.473,-150.14,227.91,19.363,267.58
513.17,473.4,375.48,479.29,210.39,242.84,250.1,88.909,22.983,349.75,188.21,-761.3,478.43,487.91,501.9,430.6,56.411,339.9,203.29,67.124,-145.92,196.96,33.656,213.52
513.73,472.31,377.69,479.32,210.31,242.8,245.3,89.872,39.714,370.01,208.66,-761.37,480.04,488.22,501.87,430.56,56.886,340.85,199.37,56.849,-137.71,183.04,50.055,142.03
514.25,471.15,380.4,479.35,210.28,242.75,242.01,91.094,51.11,398.36,234.77,-731,481.65,488.54,501.84,430.52,57.122,341.82,196.79,46.047,-126.77,187.07,73.236,59.868
514.7,469.94,383.6,479.4,210.29,242.7,241.68,92.784,54.421,420.62,261.08,-673.98,483.24,488.87,501.81,430.48,57.124,342.79,195.7,37.091,-115,210.74,106.64,-24.968
515.07,468.69,387.26,479.46,210.34,242.66,244.64,94.861,48.814,425.85,283.46,-600.53,484.81,489.19,501.78,430.44,56.901,343.76,196.68,31.618,-104.16,255.7,151.02,-103.81
515.32,467.39,391.36,479.53,210.43,242.61,249.83,96.824,35.967,409.65,299.05,-525.01,486.35,489.51,501.75,430.4,56.469,344.72,200.27,30.121,-95.105,322.54,203.4,-168.18
515.44,466.07,395.84,479.61,210.56,242.56,255.07,97.885,19.663,375.72,305.94,-462.73,487.84,489.83,501.72,430.36,55.848,345.67,206.54,31.944,-87.577,410.01,256.94,-210.88
515.41,464.73,400.67,479.71,210.72,242.51,257.75,97.318,4.3979,335.05,302.8,-426.41,489.29,490.15,501.7,430.32,55.062,346.6,214.92,35.646,-80.45,514.49,301.76,-227.19
515.2,463.39,405.81,479.83,210.91,242.46,255.68,94.819,-6.3924,303.28,288.82,-423.32,490.68,490.47,501.67,430.27,54.143,347.51,224.39,39.566,-72.467,629.82,326.74,-215.83
514.8,462.06,411.19,479.96,211.11,242.41,247.84,90.707,-11.588,296.5,263.91,-453.7,492.01,490.78,501.64,430.21,53.127,348.39,233.85,42.41,-63.045,747.57,321.99,-179.36
514.2,460.75,416.76,480.11,211.34,242.37,234.84,85.883,-12.484,327.03,229.12,-510.68,493.29,491.09,501.62,430.14,52.054,349.25,242.5,43.703,-52.813,857.7,281.24,-123.81
513.37,459.48,422.46,480.29,211.56,242.33,218.81,81.598,-11.735,399.91,186.94,-581.89,494.5,491.39,501.6,430.07,50.971,350.06,249.89,43.937,-43.652,949.55,203.72,-57.655
512.31,458.26,428.24,480.48,211.79,242.3,202.81,79.134,-11.793,511.29,141.34,-652.25,495.65,491.7,501.58,429.97,49.928,350.83,255.85,44.349,-38.132,1013.2,95.039,9.7547
511,457.12,434.03,480.69,212,242.27,189.99,79.464,-13.688,648.81,97.481,-707.33,496.75,492,501.56,429.86,48.977,351.56,260.11,46.325,-38.541,1040.8,-33.233,69.758
509.45,456.05,439.77,480.93,212.2,242.25,182.69,82.963,-16.716,793.9,60.95,-736.36,497.78,492.29,501.55,429.73,48.177,352.24,262.23,50.644,-45.878,1028.3,-165.03,115.58
507.65,455.07,445.4,481.18,212.36,242.23,181.92,89.226,-19.044,925.27,36.893,-734.47,498.75,492.59,501.54,429.58,47.585,352.85,261.58,56.911,-59.242,976.23,-282.18,142.91
505.61,454.21,450.86,481.46,212.47,242.23,187.22,97.044,-18.821,1022.7,29.238,-703.51,499.67,492.88,501.53,429.4,47.265,353.41,257.73,63.538,-75.918,890.79,-367.28,149.88
503.33,453.46,456.1,481.75,212.54,242.24,197.06,104.57,-15.193,1070.6,40.262,-651.46,500.54,493.16,501.52,429.2,47.278,353.89,250.73,68.368,-92.171,783.22,-406.45,136.7
500.83,452.83,461.06,482.06,212.55,242.26,209.36,109.65,-8.8208,1060.6,70.612,-590.66,501.36,493.45,501.52,428.96,47.686,354.3,241.31,69.649,-104.46,668.43,-391.67,105.21
498.12,452.34,465.69,482.39,212.48,242.29,222,110.41,-1.7228,993.14,119.69,-535.33,502.13,493.72,501.52,428.7,48.55,354.62,230.85,66.807,-110.58,562.24,-322.2,58.693
495.24,452,469.95,482.73,212.34,242.34,233.1,105.82,3.4382,878.44,186.21,-498.79,502.87,494,501.52,428.4,49.932,354.85,220.99,60.567,-110.32,478.2,-204.96,2.0454
492.2,451.79,473.8,483.09,212.12,242.4,241.02,96.36,4.3555,736.16,268.65,-490.93,503.56,494.26,501.52,428.06,51.886,354.98,213.28,52.426,-105.25,424.6,-53.829,-58.058
489.03,451.73,477.21,483.46,211.8,242.47,244.29,84.338,0.011115,594.41,365.52,-516.32,504.22,494.52,501.53,427.69,54.468,355.01,208.74,43.872,-98.08,402.9,112.04,-113.17
485.78,451.82,480.13,483.83,211.38,242.56,241.71,73.686,-8.7831,487.43,475.25,-573.3,504.85,494.78,501.54,427.29,57.724,354.93,207.67,35.828,-91.625,408.08,270.55,-153.73
482.47,452.04,482.56,484.21,210.87,242.66,232.69,69.021,-19.456,451.75,595.87,-654.08,505.44,495.02,501.55,426.85,61.698,354.72,209.67,28.576,-88.056,431.18,399.57,-170.58
479.15,452.4,484.48,484.6,210.25,242.78,217.99,74.089,-28.406,520.79,724.65,-745.89,506.01,495.26,501.56,426.38,66.424,354.39,213.71,22.116,-88.475,463.25,480.01,-157.26
475.86,452.88,485.87,484.98,209.53,242.92,200.26,90.055,-32.201,718.27,857.85,-833.24,506.55,495.48,501.58,425.87,71.932,353.93,218.46,16.643,-92.876,499.85,498.96,-112.76
472.64,453.48,486.73,485.37,208.71,243.07,184.11,114.29,-28.901,1051.5,991.03,-900.79,507.06,495.69,501.59,425.34,78.241,353.33,222.48,12.813,-100.33,544.48,452.65,-43.943
469.54,454.17,487.07,485.75,207.78,243.23,175.25,140.36,-19.03,1506.3,1119.8,-936.67,507.54,495.89,501.61,424.77,85.362,352.6,224.68,11.548,-109.26,610.17,348.69,33.095
466.58,454.95,486.89,486.11,206.77,243.4,178.66,159.45,-5.8095,2044.4,1241.2,-935.26,507.99,496.08,501.63,424.18,93.296,351.73,224.47,13.434,-117.64,718.03,207.21,93.517
463.83,455.79,486.21,486.47,205.66,243.58,196.6,163.24,5.5137,2606.1,1354.8,-899.05,508.41,496.25,501.65,423.57,102.03,350.72,221.93,18.01,-123.19,893.22,60.098,106.49
461.3,456.68,485.05,486.82,204.47,243.77,227.16,147.27,9.1368,3117.1,1463.4,-838.62,508.8,496.41,501.66,422.94,111.55,349.57,217.63,23.463,-123.68,1158.5,-52.082,40.074
459.04,457.59,483.45,487.14,203.21,243.96,264.22,113.76,0.5422,3499.8,1572.5,-770.59,509.15,496.55,501.68,422.3,121.83,348.29,212.33,27.071,-117.45,1527.3,-85.789,-132.44
457.07,458.5,481.43,487.45,201.89,244.16,299.15,72.429,-21.884,3686.4,1688.2,-713.91,509.47,496.68,501.7,421.65,132.82,346.87,206.53,26.4,-104.02,1997,-2.2082,-425.9
455.42,459.4,479.02,487.74,200.51,244.36,323.65,38.526,-56.021,3632.4,1814.4,-685.07,509.74,496.8,501.72,420.99,144.48,345.33,200.21,20.735,-84.81,2545.4,224.19,-837.94
454.11,460.25,476.28,488.01,199.09,244.56,332.74,28.25,-96.278,3325.8,1949.5,-693.59,509.97,496.9,501.73,420.34,156.74,343.68,192.86,11.939,-63.234,3129.7,598.16,-1346
453.14,461.03,473.24,488.25,197.64,244.75,326.31,52.898,-134.9,2792.2,2085.1,-738.93,510.15,496.98,501.74,419.69,169.54,341.91,184.05,4.0553,-44.178,3691.6,1099.3,-1908.1
452.54,461.72,469.95,488.46,196.18,244.94,308.37,114,-163.88,2092.6,2206.6,-809.82,510.27,497.06,501.75,419.05,182.8,340.06,174.23,1.5319,-32.684,4164.2,1682.3,-2467
452.29,462.3,466.46,488.65,194.72,245.12,284.5,201.53,-177,1316.9,2296.4,-886.29,510.34,497.12,501.76,418.43,196.44,338.12,165.5,6.8096,-32.259,4484.1,2282.7,-2958
452.39,462.75,462.81,488.82,193.27,245.29,259.06,296.06,-171.37,572.49,2339,-943.97,510.35,497.16,501.77,417.83,210.37,336.11,161.65,18.562,-43.35,4603.4,2827.2,-3318.4
452.84,463.06,459.05,488.95,191.85,245.44,234,374.3,-148.43,-30.18,2326,-959.4,510.29,497.2,501.78,417.26,224.49,334.04,167.28,31.819,-62.596,4500.3,3246.6,-3497.8
453.6,463.2,455.24,489.07,190.46,245.58,209.85,416.13,-114.1,-391.88,2260.4,-915.13,510.17,497.22,501.78,416.71,238.7,331.94,186.04,40.301,-83.302,4187,3488.4,-3466.7
454.67,463.17,451.4,489.16,189.12,245.7,187.82,410.68,-78.007,-439.16,2156.4,-803.36,509.99,497.24,501.78,416.2,252.9,329.81,218.59,39.961,-97.28,3710.1,3527.1,-3221.7
456,462.95,447.59,489.22,187.85,245.8,171.19,359.23,-51.581,-136.66,2037.4,-627.63,509.73,497.24,501.78,415.72,266.99,327.68,261.25,31.74,-97.663,3145.8,3369.5,-2787.2
457.58,462.55,443.84,489.27,186.64,245.88,164.62,274.13,-45.1,504.43,1930.2,-402.3,509.41,497.24,501.78,415.28,280.86,325.55,305.9,21.749,-81.759,2587.9,3052.5,-2212
459.37,461.96,440.19,489.3,185.51,245.94,171.84,174.31,-64.459,1423.6,1858.4,-150.25,509.01,497.23,501.78,414.88,294.42,323.44,341.81,18.461,-52.682,2131.4,2636.9,-1561.8
461.33,461.18,436.65,489.31,184.46,245.97,193.18,79.407,-108.88,2515.3,1836.3,100.73,508.55,497.22,501.78,414.52,307.56,321.38,358.75,28.23,-18.765,1855.5,2194.8,-908.86
463.42,460.23,433.26,489.31,183.51,245.98,224.59,4.7248,-170.56,3641.3,1865.1,322.31,508.02,497.19,501.78,414.2,320.19,319.36,350.62,51.436,9.3245,1807.9,1796.6,-320.58
465.6,459.11,430.03,489.3,182.64,245.97,258.66,-41.297,-236.34,4649.9,1932.1,490.09,507.43,497.17,501.78,413.92,332.23,317.41,318,81.305,22.636,1996.2,1498.1,150.89
467.85,457.85,426.97,489.29,181.87,245.94,287.19,-57.215,-290.86,5399.5,2013.7,587.4,506.78,497.13,501.78,413.69,343.58,315.53,268.68,106.12,17.343,2386,1330.7,475.68
470.11,456.46,424.08,489.28,181.2,245.88,304.03,-47.251,-320.17,5783,2080.5,607.94,506.07,497.1,501.78,413.5,354.17,313.75,215.51,114.04,-4.0948,2908.3,1297.6,649.06
472.37,454.96,421.36,489.26,180.62,245.8,306.73,-19.767,-315.04,5748.8,2104.8,556.69,505.32,497.06,501.78,413.35,363.94,312.06,172.49,98.338,-34.434,3472.5,1374.9,689.54
474.59,453.39,418.81,489.26,180.13,245.71,296.78,14.019,-273.3,5312.5,2066.5,448.98,504.52,497.01,501.79,413.24,372.83,310.47,150.2,60.956,-64.9,3983.1,1517.5,633.26
476.73,451.77,416.4,489.25,179.72,245.6,278.47,41.534,-200.8,4556.5,1958.1,307.93,503.69,496.96,501.8,413.17,380.78,309,152.51,12.687,-88.483,4356.1,1669,525.74
478.79,450.15,414.13,489.26,179.4,245.47,257.2,51.234,-110.53,3616.5,1785.3,160.53,502.83,496.9,501.81,413.14,387.77,307.65,175.71,-30.046,-101.78,4531.1,1773,413.22
480.73,448.54,411.96,489.28,179.15,245.34,237.94,35.841,-19.933,2656.2,1565.7,33.197,501.95,496.84,501.82,413.14,393.76,306.42,210.26,-50.736,-104.89,4478.1,1782.3,334.95
482.56,447,409.87,489.32,178.97,245.19,224,-4.6216,53.149,1835.1,1323.4,-52.69,501.06,496.78,501.84,413.18,398.74,305.32,244.56,-38.728,-99.929,4198.5,1666.9,317.82
484.24,445.55,407.83,489.37,178.85,245.04,216.52,-61.577,95.042,1276.9,1083.3,-84.499,500.17,496.71,501.86,413.25,402.69,304.35,268.94,6.5722,-89.255,3719.9,1417.2,373.85
485.79,444.23,405.8,489.44,178.78,244.88,214.61,-119.62,99.95,1046.3,865.19,-60.647,499.27,496.63,501.88,413.35,405.63,303.5,278.45,74.916,-74.521,3088.7,1043.7,500.52
487.19,443.08,403.74,489.53,178.75,244.72,216.17,-161.27,71.5,1137.4,679.64,8.9564,498.39,496.55,501.9,413.47,407.56,302.8,273.43,148.32,-56.844,2360.5,573.73,683.48
488.45,442.12,401.63,489.63,178.76,244.56,218.87,-173.16,21.296,1478.6,526.7,104.53,497.53,496.46,501.93,413.62,408.5,302.22,258.08,207,-37.772,1592.5,45.671,900.77
489.58,441.39,399.42,489.74,178.8,244.41,221.07,-151.15,-35.146,1949.7,397.02,199.97,496.69,496.37,501.96,413.79,408.5,301.78,238,235.79,-20.178,837.41,-497.09,1127.7
490.58,440.92,397.08,489.87,178.87,244.26,222.44,-101.78,-83.59,2409,275.02,267.77,495.87,496.27,501.99,413.99,407.58,301.48,218.2,228.67,-8.2973,140.25,-1012,1341.2
491.46,440.71,394.57,490.02,178.95,244.12,224.17,-39.479,-115.32,2722.4,143.3,284.59,495.09,496.17,502.02,414.21,405.79,301.31,202.07,189.75,-6.5973,-462.69,-1462.1,1523.7
492.24,440.8,391.88,490.17,179.04,243.99,228.53,19.276,-128.83,2789.6,-13.045,236.31,494.33,496.05,502.05,414.44,403.19,301.27,191.4,130.87,-17.894,-944.05,-1818.5,1664.5
492.92,441.2,388.96,490.33,179.15,243.87,237.79,62.161,-128.48,2561.7,-202.8,121.56,493.61,495.94,502.08,414.69,399.83,301.36,186.84,67.093,-41.656,-1285.4,-2063,1760.3
493.53,441.91,385.81,490.49,179.26,243.76,252.7,84.864,-121.1,2047.8,-426.56,-47.303,492.92,495.81,502.11,414.96,395.77,301.58,188.13,11.93,-73.466,-1477.8,-2187.6,1813.4
494.08,442.93,382.39,490.64,179.37,243.67,271.26,91.279,-112.3,1309.5,-676.37,-246.02,492.26,495.67,502.14,415.24,391.08,301.94,194.11,-26.006,-106.12,-1522.8,-2195.5,1829.3
494.59,444.27,378.71,490.8,179.49,243.59,288.63,90.365,-104.19,446.5,-937.17,-442.96,491.62,495.53,502.17,415.54,385.82,302.42,202.62,-44.051,-132.01,-1433.4,-2099.6,1814.4
495.06,445.92,374.75,490.94,179.62,243.53,298.58,91.395,-95.336,-424.22,-1189.5,-605.36,490.99,495.38,502.2,415.85,380.06,303.02,210.86,-44.489,-145.85,-1233.9,-1920.9,1773.9
495.52,447.86,370.52,491.07,179.75,243.48,295.9,99.803,-82.641,-1190,-1413.2,-705.86,490.38,495.22,502.22,416.17,373.87,303.75,216.12,-32.405,-146.41,-957.92,-1686.6,1711.5
495.97,450.08,366.03,491.18,179.89,243.45,278.93,115.38,-63.982,-1761,-1590.6,-727.84,489.77,495.05,502.24,416.5,367.3,304.59,216.69,-13.516,-136.63,-644.96,-1425.8,1629.5
496.42,452.55,361.3,491.27,180.05,243.43,250.79,133.32,-40.058,-2083.2,-1709.8,-668.34,489.15,494.87,502.26,416.84,360.43,305.54,212.56,7.2919,-122.11,-334.52,-1166.4,1530.5
